1.23966	-0.642033
0.980365	-0.439417
1.11979	-0.495139
1.16503	-0.693777
1.00843	-0.597832
0.752399	-0.240124
0.880625	-0.439518
1.11264	-0.465275
1.06555	-0.329197
0.795892	-0.181793
0.901392	-0.519403
0.729894	-0.202623
0.960371	-0.0985882
0.840065	0.119721
0.88745	-0.0148647
0.645418	0.0613461
0.628341	-0.291464
0.926002	-0.020174
0.758726	-0.0611275
0.667609	-0.204088
0.674434	-0.232559
0.540067	-0.0492663
0.739528	-0.158051
0.8275	-0.287615
0.66362	0.155206
0.725084	-0.00451297
0.677934	-0.0833646
0.840583	-0.280757
0.796118	-0.282439
0.819935	-0.0363986
0.783142	-0.0797307
0.746976	-0.206333
0.680517	-0.245116
0.899054	-0.323913
0.730355	-0.293666
0.813805	-0.611129
0.760557	-0.449117
0.601311	-0.194104
0.76368	-0.286067
1.16439	-0.595564
0.975225	-0.565147
1.10848	-0.0977434
1.06361	0.362703
0.813957	0.350142
1.05107	0.154523
0.855013	0.34794
1.06363	0.667115
0.819818	0.421806
0.95331	-0.018838
0.670967	-1.04776
1.02095	-1.44004
1.10528	-1.51663
1.21783	-1.74415
1.24116	-1.73394
1.31863	-1.79074
1.64112	-2.22465
1.36649	-1.9974
1.4125	-2.08427
1.11108	-1.73387
0.622694	-0.674397
0.488638	-0.106911
0.274472	-1.34396
0.120786	-1.34884
0.022158	-1.34243
-0.0311279	-1.39171
0.0887602	-1.56021
0.0712432	-1.35924
0.240045	-1.25225
0.61341	-0.879758
0.646997	-0.433837
0.837877	-0.031265
0.726622	0.0700412
0.901587	0.226114
0.875918	0.198539
1.01214	-0.0194246
0.806765	0.0625298
0.845264	0.177907
0.968383	0.324932
0.859502	0.169919
0.998596	0.157621
1.07572	-1.20681
1.13535	-1.27572
1.14598	-1.34535
0.979629	-1.15101
1.05749	-1.29025
0.972682	-1.17838
1.06092	-1.28002
1.23876	-1.44808
1.3118	-1.51734
1.54817	-1.87286
2.10931	-2.6094
1.95221	-2.25075
1.73452	-2.12907
1.32739	-1.66902
1.42147	-1.69577
1.26471	-1.48303
1.20226	-1.29498
1.24165	-1.24926
1.03332	-1.1425
1.12543	-0.790481
0.930749	-0.820847
1.41263	-1.1817
1.59249	-1.79147
1.71963	-1.98525
2.06743	-2.4167
2.27398	-2.71466
2.13513	-2.26417
1.31513	-0.981497
1.11805	-1.02743
0.98739	-1.05239
1.18644	-1.40794
1.62234	-1.73967
2.0141	-2.35524
1.72041	-2.5652
1.52989	-2.33855
1.80109	-2.61381
1.37744	-1.85903
0.76677	-1.10197
0.361474	-0.495547
0.558578	-0.325466
0.642279	-0.53307
1.65199	-1.37682
0.402663	-0.263904
0.090074	-0.20917
0.787364	-0.590454
1.58249	-1.67469
1.9677	-2.31294
1.06101	-1.02715
1.80646	-1.97436
1.6651	-2.05283
2.03376	-2.79525
1.98102	-2.72646
2.23809	-2.93209
2.48237	-2.78971
2.20744	-2.22706
1.74779	-1.47861
1.19802	-0.720941
1.47079	-0.872284
1.37934	-0.793436
1.3917	-0.835177
1.39978	-0.875199
1.08902	-0.46988
0.926091	-0.0970919
1.06997	-0.091746
1.10036	-0.0966913
1.16858	-0.0784978
1.36317	-0.409167
1.39138	-0.617503
1.30388	-0.629398
1.41998	-1.00769
1.31054	-1.11017
0.872306	-0.935105
0.570874	-0.92252
1.15045	-1.18061
1.53003	-1.52356
1.67224	-1.6738
1.32413	-1.23948
0.622527	-0.98649
0.46806	-1.06132
0.173327	-0.970432
0.175712	-0.996454
0.330287	-0.996824
0.505097	-1.07089
1.18864	-1.48759
1.19603	-1.20772
1.33719	-1.44127
1.53197	-1.92137
1.18122	-1.11427
1.12029	-0.949443
0.935024	-0.751394
0.943255	-0.822394
0.953129	-0.481774
0.958317	-0.65432
0.747897	-0.209439
0.668097	-0.247983
0.932307	-0.149509
1.03321	-0.248574
0.734592	-0.466312
0.377123	-1.39888
0.215996	-1.2258
0.0707412	-1.29099
0.200965	-1.27046
0.623887	-1.32635
0.222642	-0.452354
0.264819	-0.550433
0.832067	-0.973748
0.942723	-0.906281
0.907248	-0.583981
0.902962	-0.535214
0.863535	-0.466833
0.61958	-0.0763046
0.481846	0.00810905
0.453998	0.199628
0.793807	0.323614
0.435486	0.177569
0.562175	-0.802858
1.20825	-1.42942
1.61146	-1.6591
1.48916	-1.35594
1.67973	-1.68892
1.6747	-1.5308
1.77171	-1.53386
2.63688	-2.31332
2.08164	-1.52771
1.99855	-1.4045
1.90808	-0.980799
2.03476	-1.01488
1.90218	-0.636381
