-0.98469	-0.0953059
-0.834647	-0.0462232
-1.02168	0.0136569
-1.06294	0.096489
-1.02058	0.203922
-0.813443	0.0382818
-0.845594	0.177748
-1.08413	0.0970856
-1.00663	-0.0280749
-0.8544	0.165177
-0.906063	0.371326
-0.801051	0.159414
-0.951135	0.103284
-0.833517	-0.00250306
-0.911952	0.088977
-0.753497	-0.0685948
-0.707952	0.0674789
-0.976042	0.0720693
-0.90453	0.0357516
-0.739366	0.13858
-0.75973	0.262991
-0.623869	0.13092
-0.749231	0.17092
-0.891808	0.313173
-0.79861	0.0208812
-0.769028	0.0681052
-0.752512	0.111977
-0.898158	0.345482
-0.850586	0.310762
-0.847179	0.188498
-0.842566	0.230071
-0.734198	0.0279534
-0.697768	0.0948397
-0.91425	0.191556
-0.716407	0.187784
-0.767459	0.34422
-0.564278	0.096819
-0.446886	0.0181489
-0.630249	-0.0466067
-0.894975	-0.03892
-0.932125	0.30636
-1.14999	0.0125251
-1.0298	-0.0883954
-0.776925	-0.0561227
-1.0667	0.13273
-0.949144	-0.192969
-1.07296	-0.193362
-0.73936	0.045047
-0.957822	0.259302
-0.567671	0.661839
-0.683185	0.732747
-0.814859	0.795956
-1.03628	0.995353
-0.943422	0.873574
-0.852437	0.759794
-0.739569	0.835639
-0.719761	0.92043
-0.862997	0.899264
-0.789633	0.87828
-0.610764	0.494378
-0.599825	0.213905
-0.269673	1.16178
-0.211384	1.28542
-0.181494	1.23485
-0.122682	1.29346
-0.239255	1.49521
-0.181596	1.37765
-0.249948	1.11678
-0.656487	0.692113
-0.706325	0.460102
-0.875806	0.0492589
-0.775465	0.0462022
-0.932902	-0.033685
-0.992521	-0.108045
-1.05487	0.0375631
-0.799303	0.167132
-0.815814	0.169574
-0.968826	-0.0267194
-0.860859	0.114779
-1.00886	0.0035143
-0.581314	0.390791
-0.670926	0.42835
-0.897702	0.508772
-0.902604	0.552395
-0.974929	0.57473
-0.84843	0.449299
-0.900223	0.437774
-0.939003	0.425901
-0.877537	0.319903
-0.900547	0.410728
-0.931245	0.452273
-0.980365	0.287622
-0.842116	0.515178
-0.768381	0.499599
-0.84633	0.476915
-0.929929	0.48315
-0.819345	0.316204
-0.856163	0.267741
-0.775213	0.385246
-1.01436	0.140626
-0.797774	0.153975
-0.174308	0.274748
-0.454945	0.51564
-0.625023	0.431439
-0.708995	0.342454
-0.771112	0.387723
-0.625197	0.152745
-0.498482	-0.0429492
-0.723101	0.165614
-0.70717	0.354551
-0.77638	0.535089
-0.635886	0.329624
-0.602537	0.559996
-0.672994	1.04456
-0.526245	1.12457
-0.512356	1.15573
-0.258794	0.940128
-0.0150988	0.857898
-0.0425349	0.415766
-0.663942	0.274644
-0.591223	0.29625
-0.371232	0.138569
-0.145284	0.138628
-0.0609708	0.213012
-0.386578	0.152578
-0.842898	0.368803
-0.966747	0.4561
-0.539281	0.318093
-0.582506	0.403297
-0.523063	0.664911
-0.741839	0.89921
-0.814274	0.884119
-0.960397	0.71951
-1.15713	0.108486
-1.02061	0.0131081
-0.658096	-0.00795246
-0.291047	-0.0456106
-0.194922	-0.0537322
-0.12431	0.0529796
-0.0348281	0.0785397
0.0112272	0.169317
0.231072	0.204457
0.395387	0.100705
0.295611	-0.0627575
0.197911	-0.142159
-0.0161819	-0.353489
-0.325786	-0.421349
-0.53677	-0.441144
-0.716668	-0.337945
-0.884673	-0.10933
-0.932629	0.204854
-0.706976	0.445319
